customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,online_security,payment_method,num_support_calls,senior_citizen,partner,paperless_billing,churn
CUST00258,2,73.94,130.87,Month-to-Month,Fiber Optic,Yes,Yes,Credit Card,1,0,No,No,1
CUST00259,19,42.57,847.18,One Year,Fiber Optic,No,Yes,Bank Transfer,2,0,No,Yes,0
CUST00260,26,33.08,827.59,Month-to-Month,Fiber Optic,No,No,Mailed Check,3,0,No,No,1
CUST00261,9,51.52,457.88,Month-to-Month,DSL,No,No,Mailed Check,0,0,Yes,No,1
CUST00262,19,99.8,1735.18,Two Year,Fiber Optic,Yes,No,Credit Card,1,1,Yes,No,1
CUST00263,39,93.75,3177.09,Two Year,DSL,No,Yes,Bank Transfer,1,1,Yes,No,0
CUST00264,13,76.08,1033.72,Month-to-Month,No Internet,Yes,Yes,Electronic Check,1,0,Yes,No,1
CUST00265,10,31.68,287.42,Month-to-Month,No Internet,No,No,Bank Transfer,2,0,No,No,1
CUST00266,18,65.09,1095.19,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,4,0,No,Yes,0
CUST00267,8,77.54,607.9,Two Year,DSL,Yes,Yes,Credit Card,4,0,No,Yes,0
CUST00268,68,74.39,4324.73,Two Year,DSL,Yes,No,Mailed Check,3,0,No,No,0
CUST00269,21,23.91,508.16,Month-to-Month,Fiber Optic,Yes,Yes,Credit Card,2,0,No,No,1
CUST00270,11,47.74,502.72,One Year,Fiber Optic,No,No,Bank Transfer,6,0,Yes,Yes,1
CUST00271,24,68.4,1486.7,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,4,0,Yes,Yes,1
CUST00272,18,83.41,1294.67,Month-to-Month,DSL,Yes,No,Bank Transfer,0,0,No,No,1
CUST00273,17,15.1,226.54,Month-to-Month,Fiber Optic,No,No,Electronic Check,1,0,Yes,No,0
CUST00274,13,65.95,882.22,Month-to-Month,Fiber Optic,No,No,Bank Transfer,1,0,Yes,Yes,1
CUST00275,12,73.58,871.66,Month-to-Month,DSL,Yes,No,Credit Card,2,0,Yes,Yes,1
CUST00276,5,91.24,410.57,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,No,Yes,1
CUST00277,50,87.32,3768.38,One Year,DSL,No,No,Credit Card,0,0,No,Yes,0
CUST00278,30,84.56,2506.67,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,0,1,Yes,No,1
CUST00279,25,50.0,1205.6,One Year,No Internet,Yes,No,Bank Transfer,1,0,No,No,0
CUST00280,18,22.3,373.66,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,1,0,No,Yes,1
CUST00281,9,60.17,499.68,Month-to-Month,No Internet,Yes,No,Bank Transfer,0,1,No,Yes,0
CUST00282,10,95.04,849.05,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,1,0,No,No,1
CUST00283,5,104.84,515.77,Month-to-Month,DSL,No,No,Bank Transfer,2,0,No,Yes,1
CUST00284,12,87.76,1099.6,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,2,0,No,Yes,0
CUST00285,7,80.73,500.2,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,2,0,Yes,No,1
CUST00286,59,79.49,4546.51,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,0,0,Yes,No,0
CUST00287,37,56.1,1940.44,Month-to-Month,DSL,Yes,No,Electronic Check,2,0,Yes,Yes,0
CUST00288,21,66.75,1316.72,One Year,Fiber Optic,Yes,No,Mailed Check,2,0,Yes,No,0
CUST00289,9,111.73,905.85,One Year,DSL,Yes,No,Credit Card,2,0,Yes,Yes,1
CUST00290,8,46.44,377.1,Month-to-Month,DSL,Yes,Yes,Bank Transfer,1,1,Yes,Yes,0
CUST00291,17,110.37,1776.94,Month-to-Month,Fiber Optic,No,No,Credit Card,2,0,Yes,Yes,1
CUST00292,38,61.95,2256.83,Month-to-Month,DSL,No,No,Credit Card,3,0,Yes,Yes,1
CUST00293,5,103.14,469.78,One Year,No Internet,Yes,Yes,Credit Card,1,0,Yes,Yes,1
CUST00294,30,34.83,926.16,Month-to-Month,Fiber Optic,No,No,Credit Card,2,0,No,Yes,1
CUST00295,12,84.65,880.88,Month-to-Month,Fiber Optic,No,No,Bank Transfer,0,0,No,No,1
CUST00296,13,51.58,665.73,Month-to-Month,Fiber Optic,No,No,Credit Card,3,0,No,No,1
CUST00297,21,34.62,646.5,Two Year,Fiber Optic,No,Yes,Bank Transfer,1,0,Yes,Yes,0
CUST00298,10,75.46,745.56,Month-to-Month,DSL,Yes,No,Electronic Check,4,0,Yes,Yes,1
CUST00299,17,95.24,1502.63,One Year,No Internet,No,Yes,Mailed Check,2,0,Yes,Yes,0
CUST00300,9,48.88,410.51,Month-to-Month,Fiber Optic,No,No,Mailed Check,2,0,Yes,Yes,1
CUST00301,12,32.52,368.32,Two Year,No Internet,No,No,Bank Transfer,1,0,No,Yes,0
CUST00302,34,67.7,2125.81,One Year,Fiber Optic,No,No,Bank Transfer,1,1,Yes,No,0
CUST00303,22,67.81,1298.07,Month-to-Month,DSL,Yes,No,Mailed Check,2,0,No,Yes,0
CUST00304,34,83.71,2595.47,Two Year,Fiber Optic,No,Yes,Credit Card,3,0,No,Yes,0
CUST00305,11,93.74,1013.35,Month-to-Month,DSL,Yes,No,Bank Transfer,1,0,Yes,Yes,0
CUST00306,30,68.51,2020.68,Two Year,Fiber Optic,Yes,Yes,Credit Card,3,0,No,Yes,1
CUST00307,4,116.39,422.38,Two Year,DSL,Yes,No,Bank Transfer,2,0,Yes,No,1
CUST00308,21,75.61,1495.75,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,0,Yes,Yes,1
CUST00309,32,61.34,1744.39,One Year,No Internet,Yes,No,Electronic Check,1,1,No,Yes,0
CUST00310,4,29.71,106.01,Month-to-Month,Fiber Optic,No,No,Electronic Check,2,0,No,No,1
CUST00311,12,63.43,650.49,Month-to-Month,No Internet,Yes,No,Mailed Check,1,1,No,Yes,0
CUST00312,21,61.59,1331.35,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,2,0,No,Yes,0
CUST00313,40,94.01,3354.81,One Year,Fiber Optic,Yes,No,Electronic Check,3,0,Yes,No,0
CUST00314,12,81.56,876.45,Month-to-Month,No Internet,No,Yes,Mailed Check,2,0,Yes,No,0
CUST00315,29,40.52,1064.53,Month-to-Month,No Internet,No,No,Credit Card,1,0,Yes,Yes,1
CUST00316,52,74.31,3382.97,One Year,Fiber Optic,No,Yes,Electronic Check,1,0,Yes,Yes,0
CUST00317,30,86.79,2546.03,Month-to-Month,DSL,Yes,No,Credit Card,0,0,Yes,No,0
CUST00318,17,108.2,1591.13,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,0,0,No,Yes,1
CUST00319,26,92.19,2101.73,Month-to-Month,DSL,No,No,Bank Transfer,2,1,No,Yes,1
CUST00320,12,89.02,1045.75,Month-to-Month,Fiber Optic,No,No,Credit Card,1,0,No,Yes,1
CUST00321,21,71.5,1378.28,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,2,0,No,Yes,1
CUST00322,18,79.71,1422.71,Month-to-Month,No Internet,No,Yes,Credit Card,2,0,Yes,Yes,0
CUST00323,26,101.24,2530.86,Two Year,No Internet,Yes,No,Mailed Check,0,0,No,Yes,0
CUST00324,14,36.68,462.79,One Year,Fiber Optic,No,Yes,Mailed Check,2,0,Yes,No,0
CUST00325,27,61.26,1621.21,Month-to-Month,DSL,No,No,Bank Transfer,2,1,Yes,Yes,1
CUST00326,14,50.69,619.71,Month-to-Month,No Internet,Yes,No,Credit Card,1,0,No,Yes,0
CUST00327,37,79.48,2815.14,Month-to-Month,DSL,No,No,Bank Transfer,1,0,Yes,Yes,1
CUST00328,15,100.76,1416.83,One Year,Fiber Optic,No,Yes,Bank Transfer,1,0,No,No,0
CUST00329,2,55.08,99.54,Month-to-Month,DSL,No,No,Credit Card,3,0,No,Yes,1
CUST00330,8,15.0,116.5,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,No,Yes,1
CUST00331,20,59.69,1222.77,Two Year,No Internet,No,Yes,Mailed Check,2,0,No,Yes,0
CUST00332,59,92.84,5750.24,Month-to-Month,DSL,No,No,Credit Card,0,0,No,Yes,0
CUST00333,36,83.44,2918.39,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,0,0,Yes,No,0
CUST00334,2,80.7,150.25,Two Year,DSL,Yes,Yes,Mailed Check,0,0,Yes,Yes,0
CUST00335,5,63.0,281.94,One Year,No Internet,No,No,Mailed Check,3,0,Yes,Yes,0
CUST00336,43,38.02,1473.69,Month-to-Month,No Internet,Yes,No,Mailed Check,0,0,Yes,No,0
CUST00337,31,82.88,2430.26,One Year,DSL,No,Yes,Mailed Check,0,0,No,Yes,0
CUST00338,72,49.14,3267.26,Month-to-Month,DSL,Yes,No,Mailed Check,2,1,Yes,Yes,0
CUST00339,14,124.6,1801.55,One Year,Fiber Optic,Yes,No,Credit Card,0,0,No,Yes,0
CUST00340,10,84.26,778.28,Month-to-Month,DSL,No,Yes,Credit Card,0,1,No,No,0
CUST00341,21,55.48,1077.34,Two Year,Fiber Optic,No,No,Electronic Check,1,0,Yes,Yes,0
CUST00342,13,54.72,659.22,Two Year,DSL,No,No,Credit Card,1,0,Yes,Yes,0
CUST00343,41,67.68,2822.95,Two Year,DSL,No,No,Bank Transfer,0,0,Yes,Yes,0
CUST00344,13,64.01,815.62,Two Year,Fiber Optic,No,No,Electronic Check,0,0,Yes,Yes,1
CUST00345,16,97.92,1524.16,Month-to-Month,DSL,Yes,No,Credit Card,3,0,No,No,0
CUST00346,8,74.66,547.6,Month-to-Month,No Internet,No,No,Bank Transfer,1,0,Yes,No,0
CUST00347,34,51.71,1782.02,Month-to-Month,DSL,Yes,Yes,Credit Card,1,0,No,No,0
CUST00348,9,117.26,905.14,One Year,DSL,No,No,Mailed Check,0,1,Yes,No,0
CUST00349,27,71.23,1969.67,Two Year,No Internet,Yes,No,Electronic Check,3,0,No,No,0
CUST00350,65,89.22,5524.12,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,1,0,No,Yes,0
CUST00351,3,54.79,152.81,Two Year,Fiber Optic,No,No,Electronic Check,3,0,Yes,Yes,1
CUST00352,53,79.08,3979.3,Two Year,DSL,Yes,Yes,Electronic Check,2,0,Yes,Yes,0
CUST00353,25,77.78,1912.38,Two Year,Fiber Optic,Yes,No,Mailed Check,2,1,No,Yes,0
CUST00354,7,22.76,135.83,Two Year,Fiber Optic,No,No,Electronic Check,0,0,No,Yes,1
CUST00355,22,120.38,2712.74,Month-to-Month,DSL,No,No,Electronic Check,1,1,Yes,Yes,1
CUST00356,33,102.27,3170.21,Month-to-Month,No Internet,No,Yes,Credit Card,1,1,Yes,Yes,1
CUST00357,10,60.07,551.8,Month-to-Month,Fiber Optic,No,No,Bank Transfer,0,0,Yes,Yes,1
CUST00358,28,42.44,1042.93,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,5,0,Yes,No,0
CUST00359,56,78.69,4132.96,One Year,Fiber Optic,No,No,Credit Card,0,0,Yes,Yes,0
CUST00360,13,72.17,890.61,Two Year,Fiber Optic,Yes,No,Credit Card,4,0,Yes,Yes,0
CUST00361,8,78.89,587.4,Two Year,DSL,No,No,Mailed Check,0,0,No,No,0
CUST00362,18,74.79,1327.01,One Year,Fiber Optic,No,No,Electronic Check,0,0,Yes,Yes,1
CUST00363,21,82.66,1621.6,Month-to-Month,DSL,No,No,Mailed Check,0,0,Yes,Yes,1
CUST00364,42,106.18,4648.13,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,0,0,Yes,Yes,0
CUST00365,18,84.2,1469.91,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,1,0,No,No,0
CUST00366,14,43.76,619.68,Month-to-Month,Fiber Optic,No,No,Mailed Check,0,0,Yes,No,1
CUST00367,8,104.06,725.82,Month-to-Month,No Internet,No,No,Credit Card,1,0,No,Yes,1
CUST00368,4,111.02,412.75,Month-to-Month,DSL,Yes,Yes,Mailed Check,1,1,No,Yes,1
CUST00369,6,148.8,819.03,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,2,0,Yes,Yes,1
CUST00370,6,41.91,242.38,Month-to-Month,Fiber Optic,No,No,Mailed Check,0,0,Yes,Yes,1
CUST00371,16,76.07,1244.17,One Year,Fiber Optic,No,No,Electronic Check,3,0,No,No,1
CUST00372,5,17.95,77.69,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,3,0,No,No,1
CUST00373,19,83.83,1376.97,Month-to-Month,DSL,No,No,Credit Card,3,1,No,Yes,1
CUST00374,64,56.29,3674.84,Month-to-Month,Fiber Optic,Yes,Yes,Electronic Check,1,0,No,No,0
CUST00375,43,118.09,4532.35,Two Year,DSL,Yes,Yes,Bank Transfer,0,1,No,Yes,0
CUST00376,16,50.63,796.92,Month-to-Month,No Internet,No,No,Mailed Check,1,0,Yes,No,0
CUST00377,72,27.77,1916.61,Month-to-Month,DSL,Yes,No,Credit Card,2,1,No,No,0
CUST00378,21,58.22,1242.89,One Year,No Internet,No,No,Credit Card,2,0,No,Yes,0
CUST00379,23,20.61,414.78,One Year,Fiber Optic,Yes,No,Bank Transfer,1,1,Yes,No,0
CUST00380,18,88.78,1399.81,Two Year,DSL,Yes,No,Mailed Check,1,1,No,Yes,0
CUST00381,19,18.37,335.54,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,No,Yes,1
CUST00382,13,70.71,955.33,Month-to-Month,No Internet,No,No,Electronic Check,3,1,Yes,No,1
CUST00383,16,18.05,269.45,Month-to-Month,No Internet,No,No,Mailed Check,1,0,Yes,Yes,1
CUST00384,54,61.99,3064.23,One Year,DSL,No,No,Bank Transfer,1,0,Yes,Yes,0
CUST00385,46,111.08,4963.23,Month-to-Month,DSL,Yes,No,Electronic Check,1,0,Yes,No,0
CUST00386,2,79.02,163.74,Month-to-Month,DSL,No,Yes,Mailed Check,2,1,Yes,No,1
CUST00387,5,48.41,246.26,Month-to-Month,DSL,No,Yes,Credit Card,0,0,Yes,Yes,1
CUST00388,10,69.22,726.18,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,0,Yes,Yes,1
CUST00389,38,70.45,2287.62,Month-to-Month,No Internet,No,No,Bank Transfer,4,0,Yes,Yes,1
CUST00390,47,81.82,3355.51,One Year,Fiber Optic,No,No,Mailed Check,1,1,No,Yes,0
CUST00391,33,35.83,1149.16,One Year,Fiber Optic,Yes,No,Bank Transfer,2,0,Yes,No,0
CUST00392,7,84.81,602.05,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,1,0,Yes,Yes,1
CUST00393,13,15.0,176.87,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,0,0,Yes,Yes,1
CUST00394,29,54.25,1412.53,One Year,DSL,No,No,Electronic Check,5,0,No,Yes,1
CUST00395,17,57.79,989.7,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,0,0,Yes,Yes,1
CUST00396,15,85.83,1108.85,Month-to-Month,No Internet,Yes,No,Bank Transfer,0,0,Yes,No,1
CUST00397,15,70.57,977.97,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,2,0,Yes,Yes,1
CUST00398,44,34.86,1458.93,One Year,DSL,Yes,No,Electronic Check,3,1,No,Yes,0
CUST00399,31,45.38,1353.42,Two Year,DSL,Yes,No,Bank Transfer,2,0,No,No,0
CUST00400,16,74.97,1194.39,One Year,DSL,No,No,Mailed Check,1,0,Yes,Yes,0
CUST00401,25,68.02,1566.11,Month-to-Month,Fiber Optic,No,No,Credit Card,0,0,Yes,Yes,1
CUST00402,6,55.52,323.97,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,1,0,Yes,Yes,0
CUST00403,13,57.98,728.92,Two Year,DSL,No,No,Credit Card,2,0,Yes,Yes,0
CUST00404,41,87.4,3438.36,Month-to-Month,No Internet,Yes,No,Bank Transfer,2,0,No,Yes,0
CUST00405,4,57.06,223.24,Two Year,Fiber Optic,No,No,Mailed Check,1,1,Yes,Yes,0
CUST00406,31,67.8,1895.59,Two Year,Fiber Optic,Yes,No,Electronic Check,3,0,No,Yes,0
CUST00407,2,124.25,215.43,Month-to-Month,No Internet,No,Yes,Credit Card,1,0,Yes,No,1
CUST00408,59,34.41,1774.09,Two Year,DSL,No,No,Electronic Check,1,0,No,Yes,0
CUST00409,13,23.7,275.72,Month-to-Month,No Internet,Yes,No,Credit Card,0,0,Yes,No,1
CUST00410,27,89.59,2298.08,Two Year,DSL,Yes,Yes,Bank Transfer,3,0,Yes,No,0
CUST00411,22,53.03,1187.76,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,6,1,No,Yes,1
CUST00412,22,62.04,1351.58,Month-to-Month,No Internet,Yes,No,Credit Card,4,0,Yes,Yes,0
CUST00413,25,50.47,1271.6,One Year,No Internet,Yes,Yes,Mailed Check,2,0,No,Yes,1
CUST00414,3,63.5,175.3,One Year,Fiber Optic,No,No,Credit Card,1,0,No,Yes,1
CUST00415,23,109.96,2354.4,Month-to-Month,Fiber Optic,No,No,Credit Card,0,0,Yes,No,1
CUST00416,17,90.05,1421.76,One Year,Fiber Optic,Yes,No,Bank Transfer,0,0,No,Yes,1
CUST00417,13,91.56,1057.41,Month-to-Month,No Internet,No,No,Credit Card,2,0,Yes,No,1
CUST00418,10,34.59,298.25,Month-to-Month,DSL,No,Yes,Electronic Check,4,0,Yes,No,1
CUST00419,23,41.22,917.9,Month-to-Month,No Internet,Yes,Yes,Credit Card,1,0,No,Yes,0
CUST00420,8,15.0,125.74,Month-to-Month,Fiber Optic,No,No,Credit Card,2,0,No,Yes,1
CUST00421,41,49.77,1802.57,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,Yes,Yes,1
CUST00422,28,93.92,2259.85,Month-to-Month,Fiber Optic,No,No,Bank Transfer,2,1,No,No,1
CUST00423,24,82.92,2001.83,Month-to-Month,Fiber Optic,No,No,Mailed Check,0,1,No,No,1
CUST00424,39,64.46,2263.85,Month-to-Month,No Internet,No,Yes,Mailed Check,0,0,Yes,Yes,0
CUST00425,3,69.44,211.64,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,3,1,No,Yes,1
CUST00426,6,52.78,313.76,Two Year,No Internet,Yes,No,Electronic Check,0,0,No,Yes,0
CUST00427,29,75.12,2263.73,Month-to-Month,DSL,Yes,No,Electronic Check,2,1,No,No,0
CUST00428,11,89.15,913.76,Two Year,Fiber Optic,No,Yes,Bank Transfer,2,0,Yes,No,0
CUST00429,12,29.6,348.95,One Year,No Internet,No,Yes,Mailed Check,1,0,No,Yes,0
CUST00430,5,77.49,365.35,One Year,Fiber Optic,Yes,Yes,Electronic Check,2,0,Yes,Yes,1
CUST00431,8,93.31,728.65,One Year,Fiber Optic,No,Yes,Bank Transfer,0,0,No,Yes,0
CUST00432,41,59.62,2297.56,Two Year,Fiber Optic,Yes,No,Mailed Check,3,0,No,Yes,0
CUST00433,29,87.52,2253.12,Month-to-Month,No Internet,Yes,No,Electronic Check,5,0,Yes,No,1
CUST00434,23,140.37,3072.18,Month-to-Month,No Internet,No,No,Electronic Check,3,0,Yes,Yes,1
CUST00435,12,67.39,772.87,One Year,DSL,Yes,No,Bank Transfer,1,0,No,No,0
CUST00436,22,79.83,1777.55,One Year,No Internet,No,No,Mailed Check,0,0,No,Yes,0
CUST00437,44,51.55,2261.63,Two Year,Fiber Optic,Yes,No,Electronic Check,2,1,Yes,Yes,0
CUST00438,11,74.53,805.69,Month-to-Month,DSL,Yes,Yes,Bank Transfer,0,0,Yes,Yes,0
CUST00439,19,81.51,1351.51,One Year,No Internet,No,No,Electronic Check,0,0,No,No,1
CUST00440,62,74.87,4614.66,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,2,0,Yes,No,0
CUST00441,33,44.51,1395.48,Month-to-Month,No Internet,No,Yes,Credit Card,0,1,Yes,Yes,0
CUST00442,12,75.16,927.91,Month-to-Month,DSL,No,Yes,Electronic Check,2,0,No,Yes,0
CUST00443,31,106.55,3415.27,One Year,DSL,Yes,No,Mailed Check,3,1,Yes,Yes,1
CUST00444,4,81.22,279.73,Two Year,Fiber Optic,No,Yes,Electronic Check,1,0,Yes,Yes,1
CUST00445,19,94.05,1812.2,Month-to-Month,DSL,No,Yes,Credit Card,1,0,Yes,No,1
CUST00446,31,64.07,1703.22,Two Year,Fiber Optic,No,No,Credit Card,3,0,No,Yes,0
CUST00447,26,88.75,2130.82,Month-to-Month,DSL,Yes,No,Electronic Check,1,0,Yes,Yes,0
CUST00448,31,76.98,2287.25,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,4,0,No,No,0
CUST00449,36,46.23,1463.93,Month-to-Month,DSL,No,No,Electronic Check,1,0,No,Yes,0
CUST00450,28,77.96,2181.27,Month-to-Month,DSL,No,Yes,Mailed Check,7,0,Yes,Yes,1
CUST00451,27,45.21,1039.61,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,2,0,No,Yes,0
CUST00452,23,54.18,1101.24,Month-to-Month,DSL,No,No,Mailed Check,4,0,Yes,No,1
CUST00453,7,74.73,505.41,One Year,Fiber Optic,Yes,No,Mailed Check,2,0,No,Yes,1
CUST00454,41,77.43,3152.02,One Year,No Internet,No,No,Bank Transfer,0,0,Yes,Yes,0
CUST00455,19,40.27,790.63,Month-to-Month,Fiber Optic,No,No,Credit Card,4,0,No,No,1
CUST00456,33,96.35,3151.25,Month-to-Month,No Internet,No,No,Mailed Check,1,0,Yes,Yes,1
CUST00457,38,84.3,3153.29,Month-to-Month,DSL,Yes,No,Electronic Check,1,0,Yes,No,1
CUST00458,13,52.38,632.5,Month-to-Month,DSL,Yes,No,Credit Card,5,0,No,No,1
CUST00459,14,31.56,375.68,Month-to-Month,No Internet,Yes,Yes,Credit Card,0,0,Yes,No,0
CUST00460,16,66.38,928.29,Month-to-Month,Fiber Optic,No,No,Bank Transfer,1,1,No,No,1
CUST00461,46,58.85,2590.45,Two Year,Fiber Optic,Yes,Yes,Electronic Check,0,0,Yes,Yes,0
CUST00462,9,72.83,645.65,Two Year,Fiber Optic,Yes,Yes,Electronic Check,1,0,Yes,Yes,0
CUST00463,52,60.92,2957.15,Month-to-Month,Fiber Optic,No,Yes,Credit Card,1,0,No,No,0
CUST00464,23,19.81,453.87,Month-to-Month,DSL,Yes,No,Mailed Check,5,0,Yes,Yes,1
CUST00465,24,60.29,1380.94,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,2,0,No,Yes,0
CUST00466,37,62.36,1995.45,One Year,Fiber Optic,Yes,Yes,Electronic Check,4,0,Yes,No,0
CUST00467,21,85.84,1601.47,Month-to-Month,Fiber Optic,Yes,No,Credit Card,1,0,Yes,Yes,1
CUST00468,41,52.55,2193.33,Month-to-Month,No Internet,No,No,Credit Card,3,0,No,Yes,0
CUST00469,13,111.97,1448.31,One Year,DSL,No,No,Credit Card,0,0,Yes,No,0
CUST00470,51,22.21,1165.5,Month-to-Month,DSL,No,No,Bank Transfer,0,0,Yes,No,0
CUST00471,14,102.78,1256.91,Month-to-Month,No Internet,No,Yes,Electronic Check,3,0,No,No,0
CUST00472,52,64.39,3509.15,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,2,0,Yes,No,0
CUST00473,14,91.49,1142.38,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,0,0,Yes,No,1
CUST00474,16,72.0,981.91,Month-to-Month,DSL,Yes,No,Mailed Check,3,0,No,No,1
CUST00475,8,98.49,826.91,Month-to-Month,DSL,Yes,No,Electronic Check,2,0,No,Yes,1
CUST00476,10,60.32,546.63,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,2,0,Yes,No,1
CUST00477,19,42.53,794.82,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,2,0,No,Yes,0
CUST00478,24,105.51,2241.88,One Year,No Internet,Yes,No,Electronic Check,3,0,No,Yes,0
CUST00479,39,67.16,2530.31,Month-to-Month,No Internet,No,No,Mailed Check,1,0,No,Yes,0
CUST00480,17,75.54,1323.74,Month-to-Month,No Internet,No,No,Electronic Check,1,0,Yes,Yes,1
CUST00481,27,100.87,2489.37,One Year,Fiber Optic,Yes,Yes,Bank Transfer,4,0,No,Yes,0
CUST00482,23,44.2,1000.39,One Year,Fiber Optic,Yes,Yes,Bank Transfer,1,0,Yes,Yes,0
CUST00483,29,84.89,2185.06,Two Year,Fiber Optic,Yes,No,Credit Card,3,0,No,Yes,0
CUST00484,12,55.25,646.4,Month-to-Month,DSL,No,No,Electronic Check,4,0,No,Yes,1
CUST00485,13,66.7,795.38,Month-to-Month,DSL,Yes,No,Mailed Check,1,0,No,Yes,0
CUST00486,12,71.81,768.86,One Year,Fiber Optic,No,No,Electronic Check,2,0,No,No,1
CUST00487,45,32.49,1334.32,One Year,No Internet,No,No,Electronic Check,2,0,Yes,No,0
CUST00488,51,50.53,2282.65,Month-to-Month,DSL,No,No,Credit Card,0,0,Yes,No,0
CUST00489,12,103.78,1283.2,Two Year,DSL,Yes,Yes,Mailed Check,1,0,No,Yes,0
CUST00490,13,92.15,1113.42,Month-to-Month,No Internet,Yes,No,Electronic Check,1,1,Yes,No,0
CUST00491,31,68.43,1907.19,Two Year,DSL,No,No,Mailed Check,0,0,No,Yes,0
CUST00492,55,76.08,3932.0,Two Year,Fiber Optic,No,Yes,Electronic Check,1,0,Yes,Yes,0
CUST00493,63,62.64,3607.36,One Year,DSL,Yes,No,Credit Card,2,0,No,No,0
CUST00494,12,103.91,1245.53,Two Year,DSL,No,No,Mailed Check,1,0,No,No,0
CUST00495,15,64.99,1017.98,One Year,No Internet,Yes,No,Electronic Check,4,0,Yes,No,0
CUST00496,25,75.8,1776.76,Month-to-Month,DSL,Yes,No,Bank Transfer,2,0,Yes,No,0
CUST00497,26,98.65,2621.86,Month-to-Month,Fiber Optic,No,No,Mailed Check,1,1,No,Yes,1
CUST00498,17,50.57,828.03,Month-to-Month,DSL,Yes,No,Credit Card,2,0,Yes,No,1
CUST00499,10,108.97,960.51,Month-to-Month,DSL,No,No,Bank Transfer,1,0,No,No,0
CUST00500,19,31.74,595.9,One Year,DSL,No,No,Mailed Check,2,0,No,No,0
CUST00501,63,110.74,6646.53,Month-to-Month,DSL,No,No,Mailed Check,0,0,Yes,No,0
CUST00502,13,60.68,773.16,Month-to-Month,DSL,No,Yes,Mailed Check,3,0,No,Yes,1
CUST00503,24,63.93,1577.19,One Year,Fiber Optic,No,No,Mailed Check,0,0,Yes,Yes,0
CUST00504,72,22.75,1536.59,Two Year,Fiber Optic,Yes,No,Electronic Check,0,1,Yes,Yes,0
CUST00505,13,58.63,785.24,Month-to-Month,DSL,No,No,Electronic Check,1,0,Yes,Yes,1
CUST00506,33,44.0,1452.19,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,2,0,No,Yes,1
CUST00507,64,54.81,3324.45,Month-to-Month,No Internet,Yes,No,Credit Card,1,0,No,Yes,0
CUST00508,31,66.57,2003.09,One Year,No Internet,Yes,No,Electronic Check,2,0,Yes,No,0
CUST00509,43,93.94,3696.54,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,1,0,Yes,No,0
CUST00510,36,75.19,2833.3,One Year,No Internet,No,No,Mailed Check,0,0,Yes,No,0
CUST00511,29,77.69,2215.77,Month-to-Month,DSL,No,No,Credit Card,0,0,No,Yes,0
CUST00512,50,42.61,1829.61,Month-to-Month,Fiber Optic,No,Yes,Credit Card,1,0,Yes,Yes,0
CUST00513,32,47.98,1405.35,Two Year,Fiber Optic,No,No,Credit Card,2,0,No,No,1
CUST00514,18,114.97,2017.03,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,2,0,Yes,Yes,1
